"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
920,656716,"McKinstry, Zach",918,100.2,0.328,0.153,0.374,0.481,0.387,0.351,0.292,62,189,86.2,13,2164,87.9,88.22,89,411,509,0.29999999999999716,6.31,117,149,116,152,279,316,288,"-13.2","13.2"
914,676857,"Cintron, Jancarlos",901,101.4,0.355,0.143,0.404,0.498,0.388,0.297,0.278,89,251,83.8,10,2233,87.6,87.71,97,495,419,0.10000000000000853,6.13,106,151,111,146,297,318,283,"-14.1","14.1"
913,547172,"Wolters, Tony",1779,51.3,0.227,0.054,0.313,0.281,0.275,0.245,0.184,46,203,84.8,7.1,2202,88.7,88.51,78,367,546,-0.20000000000000284,6.3,114,149,115,148,282,320,290,"9.1","-9.1"
909,680862,"MacIver, Willie",909,100,0.242,0.126,0.345,0.368,0.332,0.3,0.215,44,182,89.4,5.5,2215,88.2,88.65,150,429,480,0.3999999999999915,6.33,107,150,118,146,299,322,296,"2.5","-2.5"
907,657193,"Alvarez, Eddy",1927,47.1,0.316,0.236,0.42,0.552,0.427,0.388,0.26,55,174,89.7,14.6,2187,87.6,87.37,102,387,520,-0.19999999999998863,6.28,116,149,116,147,287,319,290,"-13.2","13.2"
905,608360,"Okey, Chris",908,99.7,0.284,0.135,0.338,0.418,0.335,0.316,0.253,59,208,84.9,11.9,2227,88.1,87.96,97,405,500,-0.09999999999999432,6.29,107,148,119,147,301,326,290,"0.4","-0.4"
901,687231,"Hernaiz, Darell",909,99.1,0.298,0.121,0.323,0.419,0.349,0.301,0.242,64,215,89,3.2,2259,87.5,87.75,80,425,476,0.29999999999999716,6.23,106,149,116,146,299,327,290,"-7.5","7.5"
884,594988,"Schebler, Scott",886,99.8,0.241,0.17,0.317,0.41,0.311,0.255,0.192,51,212,85.9,12.8,2191,86.9,87.42,167,472,412,0.5,6.34,114,159,125,148,282,320,297,"5.8","-5.8"
883,621458,"Ríos, Edwin",1582,55.8,0.259,0.233,0.339,0.492,0.357,0.321,0.206,49,189,90.5,15.8,2156,86.4,86.57,158,422,461,0.19999999999998863,6.25,115,157,135,152,291,321,302,"-3.4","3.4"
882,656883,"Reetz, Jakson",1297,68,0.227,0.259,0.25,0.486,0.352,0.293,0.187,42,185,82.8,21,2226,87.5,87.56,148,414,468,0.09999999999999432,6.26,107,150,119,145,303,322,290,"-14.3","14.3"
881,668876,"Humphreys, Zach",884,99.7,0.261,0.122,0.338,0.383,0.323,0.256,0.188,49,188,86.8,3.2,2214,88.7,88.78,86,358,523,0.09999999999999432,6.27,107,149,118,146,301,324,289,"3.5","-3.5"
864,663897,"Williams, Luke",1698,50.9,0.288,0.171,0.371,0.459,0.358,0.29,0.224,59,205,87.1,14.6,2236,88.4,88.43,126,426,438,0,6.25,107,151,117,146,299,322,292,"-10.9","10.9"
850,669477,"Schmitt, Casey",850,100,0.304,0.145,0.366,0.449,0.342,0.304,0.256,65,214,87.3,12,2208,87.1,87.1,122,471,379,0,6.32,104,149,118,145,302,324,294,"-3.2","3.2"
842,547173,"Lopes, Christian",841,100.1,0.249,0.119,0.341,0.368,0.317,0.289,0.209,46,185,86.9,21.1,2212,86.9,87.06,109,390,452,0.19999999999998863,6.28,105,151,124,146,253,318,287,"1.6","-1.6"
839,669722,"Davidson, Logan",841,99.8,0.266,0.111,0.335,0.377,0.314,0.291,0.237,55,207,89.9,9.9,2215,88.2,88.38,112,425,414,0.20000000000000284,6.29,115,147,119,149,298,331,299,"2.3","-2.3"
838,645444,"Herrera, Jose",827,101.3,0.297,0.109,0.335,0.406,0.356,0.298,0.239,57,192,83.8,3.4,2150,87.4,87.27,69,362,475,-0.10000000000000853,6.24,111,149,120,147,297,327,301,"-6.9","6.9"
834,623515,"Jackson, Drew",832,100.2,0.233,0.102,0.366,0.335,0.303,0.259,0.188,41,176,83.9,5.9,2201,87.6,87.65,130,360,474,0,6.27,104,151,117,147,268,321,288,"4.8","-4.8"
824,665750,"Taveras, Leody",828,99.5,0.299,0.206,0.353,0.505,0.362,0.304,0.251,61,204,88.9,9.4,2157,87.1,87.26,90,418,406,0.20000000000000284,6.26,112,148,113,148,288,320,292,"-8.1","8.1"
807,621520,"Coulter, Clint",853,94.6,0.243,0.16,0.277,0.403,0.324,0.308,0.236,50,206,86.6,13.8,2221,87.1,87.08,107,449,358,0,6.32,106,150,119,146,299,323,294,"-6.7","6.7"
796,642720,"Didder, Ray-Patrick",796,100,0.288,0.202,0.36,0.491,0.401,0.34,0.229,47,163,89.2,14.5,2268,88.3,88.67,88,299,497,0.4000000000000057,6.29,108,151,113,147,302,329,298,"-18.2","18.2"
784,656364,"Deichmann, Greg",784,100,0.261,0.223,0.328,0.484,0.341,0.289,0.223,48,184,87.5,13.2,2210,88.6,88.93,117,386,398,0.30000000000001137,6.26,112,145,118,149,294,330,300,"-3.1","3.1"
777,673237,"Diaz, Yainer",776,100.1,0.294,0.294,0.291,0.587,0.394,0.384,0.306,59,201,93.5,10.5,2196,86.7,86.98,110,438,339,0.29999999999999716,6.29,106,150,120,146,293,313,278,"-13.9","13.9"
766,642134,"Tenerowicz, Robbie",766,100,0.264,0.086,0.312,0.351,0.321,0.327,0.255,46,174,84.5,6.7,2214,88.1,88.17,77,331,435,0.10000000000000853,6.24,105,150,119,146,297,320,287,"2.9","-2.9"
726,640458,"Mercado, Óscar",1300,55.8,0.313,0.28,0.354,0.593,0.404,0.323,0.253,57,182,85.8,16,2264,87.8,88.27,118,387,338,0.5,6.28,105,150,116,145,300,325,296,"-26.1","26.1"
